epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,13776.7,0.98691,0.62881,1.00799,0.59321,0.70319,0.63258,0.35591,1.41492,1.11805,1.27207,0.000726312,0.000726312,0.000726312
59,13995.5,0.95366,0.60437,1.00045,0.63177,0.69632,0.66694,0.38281,1.41042,1.07133,1.2729,0.000709809,0.000709809,0.000709809
60,14214.2,0.9483,0.59502,0.9932,0.65219,0.7399,0.70054,0.39591,1.41126,0.98741,1.2756,0.000693305,0.000693305,0.000693305
61,14433.8,0.93241,0.57745,0.98545,0.63348,0.70121,0.63031,0.35332,1.39881,1.20038,1.26769,0.000676802,0.000676802,0.000676802
62,14653.3,0.93899,0.57813,0.98416,0.63778,0.75093,0.66563,0.37206,1.39045,1.01783,1.27541,0.000660299,0.000660299,0.000660299
63,14870.1,0.93106,0.58914,0.98841,0.61857,0.72723,0.6656,0.37992,1.40941,1.07326,1.28397,0.000643795,0.000643795,0.000643795
64,15085.1,0.91861,0.57984,0.9857,0.68969,0.68981,0.67029,0.38341,1.42003,1.02257,1.29092,0.000627292,0.000627292,0.000627292
65,15302.4,0.9189,0.57663,0.98324,0.6484,0.69559,0.64469,0.36174,1.42734,1.08376,1.28515,0.000610789,0.000610789,0.000610789
66,15518,0.89853,0.54714,0.9748,0.59504,0.75019,0.64565,0.3688,1.40248,1.05942,1.27395,0.000594286,0.000594286,0.000594286
67,15735.8,0.91091,0.55212,0.97867,0.6379,0.72531,0.67243,0.38098,1.4128,1.01435,1.27385,0.000577782,0.000577782,0.000577782
68,15953,0.88591,0.55574,0.96455,0.63632,0.72629,0.67233,0.38405,1.40515,1.03472,1.28186,0.000561279,0.000561279,0.000561279
69,16169.1,0.88688,0.53862,0.96504,0.6183,0.73843,0.65281,0.37672,1.40761,1.06807,1.28755,0.000544776,0.000544776,0.000544776
70,16384,0.88595,0.54539,0.96679,0.57337,0.7601,0.63045,0.36224,1.37473,1.04174,1.25998,0.000528272,0.000528272,0.000528272
71,16609.5,0.89579,0.55703,0.97469,0.60017,0.72535,0.63872,0.36209,1.41739,1.07373,1.2899,0.000511769,0.000511769,0.000511769
72,16825.1,0.8767,0.53204,0.96206,0.63045,0.64964,0.62391,0.35001,1.421,1.11593,1.28677,0.000495266,0.000495266,0.000495266
73,17042.5,0.87168,0.53927,0.9558,0.64076,0.68817,0.66028,0.37643,1.39927,1.06533,1.28324,0.000478762,0.000478762,0.000478762
74,17260,0.86221,0.53345,0.96363,0.63975,0.72636,0.67376,0.38615,1.38853,1.03683,1.2668,0.000462259,0.000462259,0.000462259
75,17475.3,0.84081,0.52559,0.95432,0.63376,0.7337,0.65395,0.37213,1.40673,1.04102,1.28399,0.000445756,0.000445756,0.000445756
76,17691.2,0.85553,0.52479,0.95788,0.62087,0.71426,0.62935,0.36042,1.39942,1.09299,1.28075,0.000429253,0.000429253,0.000429253
77,17906.1,0.82379,0.52419,0.94581,0.63166,0.66268,0.62047,0.35305,1.40452,1.12079,1.29101,0.000412749,0.000412749,0.000412749
78,18120.5,0.84262,0.52652,0.93925,0.59974,0.72701,0.64952,0.37373,1.39658,1.11297,1.28838,0.000396246,0.000396246,0.000396246
79,18334.4,0.81531,0.51584,0.94223,0.59894,0.73868,0.64134,0.37103,1.3975,1.0711,1.27063,0.000379743,0.000379743,0.000379743
